userId,viewCount
7479096,162
1621511,162
7433257,162
2703479,161
1530717,161
8108432,161
8922907,161
9068750,160
3637321,160
2906983,160
9472933,160
126310,159
4272785,159
3794499,159
8095703,159
7241967,159
6661915,158
999721,158
91395,158
5102107,158
1816750,157
10673386,157
3239149,157
2240823,157
2827622,156
3936856,155
3446224,155
4942893,155
458948,155
3000315,153
5456146,153
2591415,153
797839,153
550395,152
3037339,152
8990133,152
981825,152
118797,151
6757044,151
2605384,151
6227003,150
2654852,150
6773743,150
137281,150
837430,149
2677512,149
6922605,149
1944054,149
1985042,148
2203964,147
7294687,147
10331907,147
5104364,146
1696652,145
8739788,145
4219438,144
3557873,144
10209091,144
473382,144
6765207,143
7198190,143
3509904,143
151389,142
1850035,142
2123962,142
5769271,142
4044644,142
1355689,142
8337883,141
3356204,141
172111,141
6973479,140
431827,139
4729966,139
7087438,139
3449347,139
4942518,139
201081,138
8844536,138
9000793,138
5551025,137
11216744,137
10132642,137
6041414,137
4702209,136
1377768,136
8826946,136
179323,136
1275114,135
373277,134
4362125,134
1480665,134
8974417,134
444386,133
4060721,133
6296460,133
862911,133
6878180,133
184885,133
4031289,133
894473,133
2522668,132
6558043,132
4501804,132
4126333,132
4682393,131
4240200,131
7337497,131
421770,131
4318652,131
10715366,131
1037823,130
10195446,130
2115497,130
13782,129
2137066,129
878309,129
905040,129
734856,129
5396502,129
3671072,129
4022632,128
362634,128
7566833,127
4702919,127
442187,127
5312962,126
1087348,126
9443434,126
670412,126
4932921,126
10149220,126
11574564,126
5452012,126
11289394,126
3418848,125
5321557,125
1715964,125
9902619,125
6262066,125
765049,125
10411847,124
10431693,124
7277278,124
11429139,124
5537791,123
5105923,123
8180390,123
11000671,122
1296338,121
8946907,121
1483780,121
5795747,121
7033368,121
6146216,120
237212,120
4870314,120
6648477,120
2909130,120
914336,120
7204271,119
6790866,119
4857060,119
3493061,119
83132,119
2591481,118
220143,118
3624771,117
5246574,117
4622639,117
197443,117
5428542,117
3084589,117
5494298,117
5035236,115
966153,115
4613059,115
6578129,115
3454614,115
5129859,115
436875,115
348368,114
8910933,114
4461607,114
1416921,114
2931297,114
5426212,113
9756953,113
5015255,113
2770395,113
1932198,113
2961626,112
1708227,112
211184,112
953888,112
11402193,112
4113166,112
6902507,112
5770540,111
8799212,111
3310484,111
1168639,111
4596409,111
5253948,111
4201803,111
2493641,110
8021434,110
8414797,110
1408690,110
3641534,110
9560402,110
259901,110
91401,110
6918937,110
6029704,110
10504500,109
1201871,109
8377327,109
1308311,109
4563148,109
8634771,109
56180,109
4160255,109
7425566,109
6570761,108
3963848,108
7564319,108
2234380,108
5507,108
10748682,107
6075412,107
5944915,107
4011187,107
10138372,107
8697449,107
5361748,107
3384468,107
7185876,106
1951926,106
1428394,106
384531,106
2181090,106
7928098,106
