t_sec,hit_ratio_pct
840.8,21.224284997491218
846.0,58.091908091908095
851.1,45.423956931359356
856.2,52.498810090433125
861.4,24.295010845986983
866.4,51.48849797023004
871.5,27.767936226749335
876.6,61.26268320180384
881.7,37.600969305331176
886.9,26.673180263800685
893.7,49.40175485243286
898.8,46.74932975871314
903.8,34.49325793823401
908.9,34.76227591582229
916.1,40.07398273736128
921.1,40.52012825080157
926.1,41.359974727531196
931.2,44.86542823861198
936.2,44.394520547945206
941.3,49.53003677973028
946.3,47.752192982456144
951.6,42.51065224516552
958.1,46.29834254143647
963.2,49.8062015503876
968.2,45.56191839656407
973.3,35.857988165680474
978.3,37.94624949859607
983.4,49.43310657596372
988.6,45.44354838709677
993.6,35.21235521235521
998.8,47.31029568934806
1003.9,40.41745730550284
1009.0,45.14896867838044
1014.4,32.5360824742268
1021.4,32.6829268292683
1026.4,30.589381393083293
1033.9,36.02264685067233
1038.9,43.06198266310369
1044.0,35.06238719296869
1049.0,26.98639341508483
1054.0,45.93686513517737
1059.2,45.44414246888857
1064.2,52.622984282506636
1069.3,48.42335310646269
1074.4,52.68319259057478
1079.5,48.07063440156965
1086.5,46.6389826109525
1091.6,42.51857092324018
1096.7,38.059701492537314
1101.8,51.92736540299458
1106.9,58.86620096722193
1112.2,40.74074074074074
1117.5,43.31983805668016
1122.6,46.39556377079482
1127.7,37.27272727272727
1132.8,44.20493595751328
1138.2,34.35285341290563
1143.2,40.490124359912215
1149.7,43.59612724757953
1154.9,41.47482014388489
1161.7,41.53522607781283
1166.8,39.218894500960374
1171.8,36.14228647517596
1176.9,61.0204081632653
1181.9,63.91141507897736
1187.0,71.3961407491487
1192.0,53.42947590573338
1197.1,54.491462509279884
1202.2,51.065989847715734
1207.3,43.67854741089442
1213.7,37.10949826443673
1218.7,39.83676642052079
1224.0,33.37856173677069
1229.0,35.56085918854415
1234.1,35.60606060606061
1239.3,25.47085201793722
1244.5,58.74921036007581
1249.6,30.434782608695656
1254.7,48.803827751196174
1259.7,45.982142857142854
1265.0,49.930986887508624
1270.1,30.336058128973658
1277.0,46.2947543713572
1282.4,44.513137557959816
1287.6,40.07042253521127
1292.7,49.27007299270073
1297.7,48.5023457235655
1302.8,39.02439024390244
1307.9,39.387837293596455
1312.9,55.02942000560381
1318.0,39.501363459291
1323.0,27.708592777085926
1328.1,39.09830007390983
1333.1,32.9882386083527
1339.8,41.2249650675361
1344.9,44.81343283582089
1349.9,49.85343855693348
1355.0,41.36510738452486
1360.0,45.28112449799197
1365.1,37.72482014388489
1370.2,43.70672097759674
1375.2,46.925083861349236
1380.3,36.46477132262052
1385.4,27.35632183908046
1390.9,45.41245791245791
1396.1,40.96267190569745
1403.8,30.34188034188034
1408.9,38.96241397564849
1414.0,37.78256189451022
1419.2,47.74889029803424
1424.3,20.288858321870702
1429.4,30.544177881802227
1434.6,44.346387203530064
1439.6,44.45026178010471
1444.7,17.884130982367758
1449.8,28.939484721390052
1455.3,55.54226475279107
1460.5,38.14252336448598
1468.2,40.03044140030441
1473.5,50.4169339320077
1478.6,24.267782426778243
1483.6,3.5398230088495577
1490.3,
1495.4,
1500.4,
